transaction_id,customer_id,amount,transaction_date
TX_0001604,CUST_01171,388.13,2023-12-01
TX_0001605,CUST_01033,-3.49,2023-10-06
TX_0001606,CUST_00178,136.7,2023-11-20
TX_0001607,CUST_01123,493.35,2023-09-28
TX_0001608,CUST_00344,446.13,2023-06-30
TX_0001609,CUST_00987,324.57,2023-08-01
TX_0001610,CUST_00498,90.05,2023-12-10
TX_0001611,CUST_00183,34.84,2023-12-01
TX_0001612,CUST_00059,63.32,2023-08-23
TX_0001613,CUST_00785,378.48,2023-07-27
TX_0001614,CUST_00527,326.28,2023-11-19
TX_0001615,CUST_00252,326.05,2023-10-15
TX_0001616,CUST_01007,27.03,2023-11-25
TX_0001617,CUST_00681,433.41,2023-10-26
TX_0001618,CUST_00132,314.87,2023-09-05
TX_0001619,CUST_00781,320.04,2023-12-18
TX_0001620,CUST_01150,482.45,2023-09-20
TX_0001621,CUST_00477,96.25,2023-06-30
TX_0001622,CUST_00595,25.59,2023-06-23
TX_0001623,CUST_00696,365.1,2023-07-19
TX_0001624,CUST_00237,277.88,2023-07-03
TX_0001625,CUST_00641,476.12,2023-10-26
TX_0001626,CUST_00003,141.62,2023-10-30
TX_0001627,CUST_01096,78.73,2023-09-08
TX_0001628,CUST_00867,146.21,2023-09-02
TX_0001629,CUST_00258,250.27,2023-11-02
TX_0001630,CUST_00454,35.42,2023-06-03
TX_0001631,CUST_01102,423.23,2023-08-20
TX_0001632,CUST_00296,404.4,2023-08-15
TX_0001633,CUST_00448,239.91,2023-09-25
TX_0001634,CUST_00301,292.76,2023-07-08
TX_0001635,CUST_00070,291.42,2023-08-19
TX_0001636,CUST_01028,494.97,2023-07-02
TX_0001637,CUST_00560,498.36,2023-11-28
TX_0001638,CUST_01175,228.71,2023-07-26
TX_0001639,CUST_01013,131.58,2023-09-05
TX_0001640,CUST_00120,490.19,2023-08-25
TX_0001641,CUST_00312,410.5,2023-07-24
TX_0001642,CUST_00460,344.21,2023-06-14
TX_0001643,CUST_00366,425.52,2023-12-04
TX_0001644,CUST_00802,135.53,2023-11-16
TX_0001645,CUST_00326,495.35,2023-10-19
TX_0001646,CUST_00803,155.45,2023-11-21
TX_0001647,CUST_00969,494.96,2023-12-11
TX_0001648,CUST_00801,183.35,2023-10-14
TX_0001649,CUST_00579,126.83,2023-07-20
TX_0001650,CUST_01122,184.76,2023-07-04
TX_0001651,CUST_00662,371.18,2023-10-27
TX_0001652,CUST_00110,421.9,2023-11-29
TX_0001653,CUST_00622,217.92,2023-07-12
TX_0001654,CUST_01182,51.53,2023-11-26
TX_0001655,CUST_00988,131.36,2023-07-08
TX_0001656,CUST_00429,93.43,2023-12-09
TX_0001657,CUST_00400,362.37,2023-06-03
TX_0001658,CUST_00741,357.5,2023-10-26
TX_0001659,CUST_00208,332.73,2023-07-08
TX_0001660,CUST_00771,474.21,2023-09-18
TX_0001661,CUST_00344,461.51,2023-06-25
TX_0001662,CUST_00728,486.56,2023-07-16
TX_0001663,CUST_00107,41.02,2023-10-10
TX_0001664,CUST_00693,288.56,2023-07-09
TX_0001665,CUST_00827,107.4,2023-07-01
TX_0001666,CUST_00493,186.26,2023-08-17
TX_0001667,CUST_00353,319.45,2023-09-05
TX_0001668,CUST_00183,384.42,2023-11-14
TX_0001669,CUST_00782,123.11,2023-11-15
TX_0001670,CUST_00911,171.01,2023-07-01
TX_0001671,CUST_00238,22.97,2023-10-04
TX_0001672,CUST_01043,96.97,2023-10-29
TX_0001673,CUST_01173,493.42,2023-10-01
TX_0001674,CUST_00560,340.74,2023-06-25
TX_0001675,CUST_00370,179.66,2023-11-13
TX_0001676,CUST_00888,135.15,2023-07-03
TX_0001677,CUST_00203,149.12,2023-11-30
TX_0001678,CUST_01100,76.14,2023-11-27
TX_0001679,CUST_00040,184.77,2023-10-16
TX_0001680,CUST_01085,234.05,2023-10-11
TX_0001681,CUST_01197,260.27,2023-11-14
TX_0001682,CUST_00254,371.82,2023-07-24
TX_0001683,CUST_00240,73.95,2023-11-01
TX_0001684,CUST_00368,-17.23,2023-09-23
TX_0001685,CUST_00643,43.98,2023-07-03
TX_0001686,CUST_01177,87.24,2023-07-12
TX_0001687,CUST_00179,272.5,2023-12-10
TX_0001688,CUST_00071,24.0,2023-07-02
TX_0001689,CUST_01036,135.26,2023-10-18
TX_0001690,CUST_00351,199.99,2023-11-16
TX_0001691,CUST_00000,109.14,2023-06-12
TX_0001692,CUST_01063,450.4,2023-08-15
TX_0001693,CUST_01093,211.36,2023-10-26
TX_0001694,CUST_01004,341.45,2023-10-12
TX_0001695,CUST_00721,295.21,2023-10-09
TX_0001696,CUST_00429,337.72,2023-11-17
TX_0001697,CUST_00091,103.29,2023-07-19
TX_0001698,CUST_00290,135.85,2023-07-26
TX_0001699,CUST_00274,293.12,2023-07-26
TX_0001700,CUST_00735,124.25,2023-12-04
TX_0001701,CUST_00864,18.67,2023-08-05
TX_0001702,CUST_00533,178.53,2023-07-12
TX_0001703,CUST_00819,217.16,2023-08-05
TX_0001704,CUST_00871,468.9,2023-07-07
TX_0001705,CUST_01097,85.96,2023-11-09
TX_0001706,CUST_00551,497.59,2023-11-26
TX_0001707,CUST_00394,351.51,2023-10-23
TX_0001708,CUST_01047,294.57,2023-09-16
TX_0001709,CUST_00314,144.51,2023-09-20
TX_0001710,CUST_00776,-6.53,2023-11-02
TX_0001711,CUST_00506,20.31,2023-07-02
TX_0001712,CUST_01088,37.19,2023-10-19
TX_0001713,CUST_00833,14.3,2023-11-11
TX_0001714,CUST_00182,168.67,2023-08-25
TX_0001715,CUST_00559,56.09,2023-07-28
TX_0001716,CUST_00560,-14.87,2023-09-05
TX_0001717,CUST_00455,176.89,2023-06-27
TX_0001718,CUST_00252,71.38,2023-12-04
TX_0001719,CUST_00627,286.19,2023-10-04
TX_0001720,CUST_00195,255.06,2023-11-27
TX_0001721,CUST_01171,430.01,2023-10-20
TX_0001722,CUST_00555,295.88,2023-06-13
TX_0001723,CUST_00349,145.36,2023-12-10
TX_0001724,CUST_00797,73.95,2023-12-07
TX_0001725,CUST_01088,266.87,2023-09-12
TX_0001726,CUST_00976,288.0,2023-08-06
TX_0001727,CUST_00019,337.06,2023-11-30
TX_0001728,CUST_00318,321.93,2023-07-07
TX_0001729,CUST_00775,275.13,2023-08-08
TX_0001730,CUST_00108,457.59,2023-11-11
TX_0001731,CUST_00758,347.9,2023-08-03
TX_0001732,CUST_00856,347.53,2023-07-17
TX_0001733,CUST_00898,492.85,2023-09-28
TX_0001734,CUST_01028,129.15,2023-09-18
TX_0001735,CUST_01066,469.67,2023-07-29
TX_0001736,CUST_00625,310.53,2023-06-23
TX_0001737,CUST_00625,191.39,2023-08-20
TX_0001738,CUST_00184,310.03,2023-06-20
TX_0001739,CUST_00491,471.33,2023-07-13
TX_0001740,CUST_01178,9.85,2023-12-08
TX_0001741,CUST_00585,268.16,2023-10-05
TX_0001742,CUST_00021,480.33,2023-09-17
TX_0001743,CUST_01041,464.87,2023-07-05
TX_0001744,CUST_00982,238.86,2023-11-23
TX_0001745,CUST_01090,342.9,2023-09-12
TX_0001746,CUST_00028,300.47,2023-12-08
TX_0001747,CUST_00014,351.36,2023-11-27
TX_0001748,CUST_01094,369.83,2023-08-02
TX_0001749,CUST_01081,335.72,2023-06-11
TX_0001750,CUST_00918,481.62,2023-11-20
TX_0001751,CUST_01072,449.98,2023-07-15
TX_0001752,CUST_00153,170.87,2023-07-05
TX_0001753,CUST_01052,163.71,2023-06-14
TX_0001754,CUST_00865,237.66,2023-07-14
TX_0001755,CUST_00764,484.26,2023-08-26
TX_0001756,CUST_00511,412.5,2023-12-14
TX_0001757,CUST_00241,130.83,2023-10-02
TX_0001758,CUST_00601,117.67,2023-06-01
TX_0001759,CUST_01164,184.68,2023-08-18
TX_0001760,CUST_01055,409.38,2023-06-10
TX_0001761,CUST_00948,444.1,2023-10-03
TX_0001762,CUST_00117,164.99,2023-11-05
TX_0001763,CUST_00942,150.85,2023-08-30
TX_0001764,CUST_00219,-17.32,2023-12-02
TX_0001765,CUST_00381,189.08,2023-06-03
TX_0001766,CUST_00207,204.02,2023-07-21
TX_0001767,CUST_00173,255.13,2023-07-10
TX_0001768,CUST_00841,44.4,2023-10-03
TX_0001769,CUST_00014,60.93,2023-11-16
TX_0001770,CUST_00512,97.57,2023-09-10
TX_0001771,CUST_00766,135.63,2023-09-18
TX_0001772,CUST_00373,258.94,2023-08-08
TX_0001773,CUST_00222,494.47,2023-11-16
TX_0001774,CUST_00899,64.15,2023-08-30
TX_0001775,CUST_00888,-16.98,2023-11-29
TX_0001776,CUST_00406,37.55,2023-08-12
TX_0001777,CUST_00082,49.51,2023-09-16
TX_0001778,CUST_00678,448.52,2023-07-12
TX_0001779,CUST_00407,473.16,2023-11-18
TX_0001780,CUST_00544,41.77,2023-10-04
TX_0001781,CUST_01126,237.7,2023-11-22
TX_0001782,CUST_00260,148.94,2023-12-13
TX_0001783,CUST_00818,240.97,2023-12-07
TX_0001784,CUST_00796,48.34,2023-06-28
TX_0001785,CUST_00043,45.58,2023-08-28
TX_0001786,CUST_01024,-12.9,2023-11-23
TX_0001787,CUST_00484,7.06,2023-08-27
TX_0001788,CUST_00879,487.75,2023-12-06
TX_0001789,CUST_00016,205.85,2023-08-14
TX_0001790,CUST_00577,232.68,2023-12-12
TX_0001791,CUST_00878,108.83,2023-07-10
TX_0001792,CUST_01047,77.17,2023-08-11
TX_0001793,CUST_00235,429.37,2023-11-27
TX_0001794,CUST_00506,326.49,2023-09-18
TX_0001795,CUST_00406,226.42,2023-12-18
TX_0001796,CUST_00211,344.6,2023-10-07
TX_0001797,CUST_00371,78.11,2023-10-30
TX_0001798,CUST_00304,99.28,2023-07-04
TX_0001799,CUST_00821,-0.05,2023-07-20
TX_0001800,CUST_00299,201.68,2023-11-05
TX_0001801,CUST_00408,27.29,2023-06-14
TX_0001802,CUST_00778,191.79,2023-08-18
TX_0001803,CUST_00473,95.32,2023-09-18
TX_0001804,CUST_00981,11.9,2023-09-18
TX_0001805,CUST_00105,138.23,2023-08-08
TX_0001806,CUST_00744,125.89,2023-08-29
TX_0001807,CUST_00856,108.42,2023-06-13
TX_0001808,CUST_00372,1.26,2023-06-14
TX_0001809,CUST_00658,90.23,2023-09-29
TX_0001810,CUST_00573,452.41,2023-06-26
TX_0001811,CUST_00882,76.12,2023-10-04
TX_0001812,CUST_00744,153.83,2023-06-29
TX_0001813,CUST_00198,327.85,2023-11-22
TX_0001814,CUST_01130,380.64,2023-07-04
TX_0001815,CUST_00678,167.5,2023-09-01
TX_0001816,CUST_01083,294.45,2023-07-31
TX_0001817,CUST_00565,89.22,2023-09-07
TX_0001818,CUST_00178,441.34,2023-07-04
TX_0001819,CUST_00246,1.34,2023-11-15
TX_0001820,CUST_00390,80.32,2023-09-23
TX_0001821,CUST_00202,18.94,2023-10-18
TX_0001822,CUST_00702,136.77,2023-09-30
TX_0001823,CUST_00413,257.45,2023-07-10
TX_0001824,CUST_00089,46.47,2023-09-16
TX_0001825,CUST_01127,350.03,2023-12-12
TX_0001826,CUST_01147,487.07,2023-09-02
TX_0001827,CUST_00918,307.53,2023-07-01
TX_0001828,CUST_00893,15.21,2023-09-16
TX_0001829,CUST_01072,464.29,2023-10-07
TX_0001830,CUST_00044,66.81,2023-08-10
TX_0001831,CUST_00264,130.62,2023-10-23
TX_0001832,CUST_00124,393.08,2023-11-25
TX_0001833,CUST_00389,365.17,2023-09-10
TX_0001834,CUST_01013,336.04,2023-10-10
TX_0001835,CUST_00153,66.07,2023-12-10
TX_0001836,CUST_01043,179.76,2023-12-17
TX_0001837,CUST_00799,188.44,2023-08-09
TX_0001838,CUST_00423,75.71,2023-07-11
TX_0001839,CUST_01171,93.26,2023-11-26
TX_0001840,CUST_00018,437.16,2023-10-10
TX_0001841,CUST_00932,241.99,2023-12-02
TX_0001842,CUST_01075,114.59,2023-07-27
TX_0001843,CUST_00606,348.29,2023-10-20
TX_0001844,CUST_00243,68.98,2023-06-12
TX_0001845,CUST_01092,103.87,2023-06-11
TX_0001846,CUST_00303,469.86,2023-08-11
TX_0001847,CUST_00272,120.63,2023-06-14
TX_0001848,CUST_00509,494.56,2023-07-24
TX_0001849,CUST_01094,40.42,2023-11-14
TX_0001850,CUST_00711,309.0,2023-09-03
TX_0001851,CUST_00664,23.29,2023-11-28
TX_0001852,CUST_01124,117.3,2023-07-05
TX_0001853,CUST_00836,447.13,2023-08-15
TX_0001854,CUST_00664,492.34,2023-11-08
TX_0001855,CUST_00021,408.44,2023-07-27
TX_0001856,CUST_00572,71.9,2023-06-05
TX_0001857,CUST_01100,321.81,2023-12-17
TX_0001858,CUST_01194,35.35,2023-12-08
TX_0001859,CUST_00782,471.74,2023-08-05
TX_0001860,CUST_01128,87.2,2023-09-22
TX_0001861,CUST_00451,148.62,2023-07-23
TX_0001862,CUST_01191,307.5,2023-12-10
TX_0001863,CUST_00809,60.93,2023-07-30
TX_0001864,CUST_00888,171.69,2023-10-01
TX_0001865,CUST_00191,237.9,2023-09-26
TX_0001866,CUST_00378,404.11,2023-07-16
TX_0001867,CUST_00386,276.22,2023-12-04
TX_0001868,CUST_00369,316.73,2023-06-06
TX_0001869,CUST_00635,64.72,2023-07-16
TX_0001870,CUST_00807,337.43,2023-07-19
TX_0001871,CUST_00142,54.63,2023-09-18
TX_0001872,CUST_00502,216.61,2023-11-13
TX_0001873,CUST_00824,32.12,2023-10-13
TX_0001874,CUST_00281,357.92,2023-06-04
TX_0001875,CUST_00204,176.5,2023-06-06
TX_0001876,CUST_00225,409.81,2023-12-13
TX_0001877,CUST_00089,48.73,2023-12-15
TX_0001878,CUST_00171,119.18,2023-11-08
TX_0001879,CUST_00027,392.05,2023-06-03
TX_0001880,CUST_00217,262.03,2023-08-26
TX_0001881,CUST_00174,85.21,2023-10-01
TX_0001882,CUST_01152,444.04,2023-07-12
TX_0001883,CUST_00629,152.51,2023-07-10
TX_0001884,CUST_00499,9.06,2023-11-25
TX_0001885,CUST_00547,306.29,2023-07-02
TX_0001886,CUST_00043,408.96,2023-06-27
TX_0001887,CUST_01115,134.3,2023-10-09
TX_0001888,CUST_00850,53.75,2023-07-28
TX_0001889,CUST_00049,97.87,2023-09-07
TX_0001890,CUST_00301,163.72,2023-08-13
TX_0001891,CUST_00462,459.28,2023-11-23
TX_0001892,CUST_00787,337.12,2023-12-01
TX_0001893,CUST_00230,235.75,2023-06-29
TX_0001894,CUST_00459,32.9,2023-08-12
TX_0001895,CUST_00731,19.67,2023-08-25
TX_0001896,CUST_00242,167.46,2023-06-22
TX_0001897,CUST_00088,294.34,2023-07-16
TX_0001898,CUST_00877,255.85,2023-11-01
TX_0001899,CUST_00371,333.31,2023-07-09
TX_0001900,CUST_00617,304.87,2023-08-13
TX_0001901,CUST_00713,435.21,2023-08-09
TX_0001902,CUST_01022,324.1,2023-08-07
TX_0001903,CUST_00156,390.21,2023-07-09
TX_0001904,CUST_00300,146.53,2023-09-08
TX_0001905,CUST_00914,355.1,2023-10-01
TX_0001906,CUST_00137,38.85,2023-09-18
TX_0001907,CUST_00570,55.23,2023-08-22
TX_0001908,CUST_00261,74.57,2023-09-07
TX_0001909,CUST_00722,146.04,2023-09-17
TX_0001910,CUST_00985,340.58,2023-09-14
TX_0001911,CUST_00682,51.88,2023-11-15
TX_0001912,CUST_00503,179.26,2023-10-19
TX_0001913,CUST_01018,260.15,2023-10-05
TX_0001914,CUST_01090,258.83,2023-07-29
TX_0001915,CUST_00787,23.48,2023-12-01
TX_0001916,CUST_00863,254.01,2023-12-16
TX_0001917,CUST_00449,345.61,2023-07-31
TX_0001918,CUST_00740,-18.51,2023-06-05
TX_0001919,CUST_00742,270.35,2023-07-05
TX_0001920,CUST_00225,10.98,2023-08-29
TX_0001921,CUST_00739,421.35,2023-12-17
TX_0001922,CUST_00285,133.24,2023-07-07
TX_0001923,CUST_01129,485.35,2023-09-16
TX_0001924,CUST_00496,89.58,2023-07-28
TX_0001925,CUST_00114,368.44,2023-07-01
TX_0001926,CUST_00293,176.28,2023-06-07
TX_0001927,CUST_00869,173.28,2023-11-27
TX_0001928,CUST_00217,324.63,2023-06-19
TX_0001929,CUST_00976,415.47,2023-07-11
TX_0001930,CUST_00061,56.38,2023-07-07
TX_0001931,CUST_00161,107.42,2023-06-04
TX_0001932,CUST_01165,412.16,2023-09-15
TX_0001933,CUST_00306,378.02,2023-09-29
TX_0001934,CUST_00286,369.02,2023-11-26
TX_0001935,CUST_00613,224.5,2023-12-02
TX_0001936,CUST_00690,210.87,2023-11-13
TX_0001937,CUST_00027,129.12,2023-07-10
TX_0001938,CUST_00122,438.2,2023-06-09
TX_0001939,CUST_00355,241.71,2023-06-03
TX_0001940,CUST_00811,412.99,2023-11-22
TX_0001941,CUST_00930,268.16,2023-08-06
TX_0001942,CUST_01171,240.97,2023-11-29
TX_0001943,CUST_00465,200.31,2023-07-11
TX_0001944,CUST_00556,486.02,2023-10-12
TX_0001945,CUST_00773,488.52,2023-07-03
TX_0001946,CUST_00433,188.21,2023-06-15
TX_0001947,CUST_00448,183.99,2023-12-08
TX_0001948,CUST_01145,294.64,2023-06-20
TX_0001949,CUST_00959,228.26,2023-11-15
TX_0001950,CUST_00829,410.17,2023-07-13
TX_0001951,CUST_00111,397.74,2023-11-13
TX_0001952,CUST_00868,81.26,2023-06-28
TX_0001953,CUST_00213,20.46,2023-11-02
TX_0001954,CUST_00687,-5.41,2023-08-12
TX_0001955,CUST_00333,261.62,2023-06-17
TX_0001956,CUST_00433,290.5,2023-12-11
TX_0001957,CUST_00633,77.63,2023-07-22
TX_0001958,CUST_00066,104.97,2023-06-22
TX_0001959,CUST_01167,273.69,2023-10-23
TX_0001960,CUST_00990,3.75,2023-08-20
TX_0001961,CUST_00190,470.62,2023-06-03
TX_0001962,CUST_00730,370.87,2023-09-10
TX_0001963,CUST_01024,81.34,2023-12-10
TX_0001964,CUST_00800,357.36,2023-07-04
TX_0001965,CUST_00199,152.29,2023-12-07
TX_0001966,CUST_01031,32.52,2023-12-16
TX_0001967,CUST_00307,-7.68,2023-09-06
TX_0001968,CUST_00976,284.91,2023-06-10
TX_0001969,CUST_00594,63.84,2023-11-22
TX_0001970,CUST_00948,20.95,2023-11-08
TX_0001971,CUST_00191,475.47,2023-07-30
TX_0001972,CUST_00441,399.89,2023-11-15
TX_0001973,CUST_00288,379.79,2023-07-12
TX_0001974,CUST_01027,248.48,2023-12-04
TX_0001975,CUST_01071,463.72,2023-08-27
TX_0001976,CUST_00916,388.38,2023-08-26
TX_0001977,CUST_00595,167.36,2023-09-19
TX_0001978,CUST_00081,443.15,2023-12-16
TX_0001979,CUST_00793,104.34,2023-11-04
TX_0001980,CUST_00153,478.17,2023-10-24
TX_0001981,CUST_01018,30.65,2023-06-04
TX_0001982,CUST_00292,378.49,2023-08-19
TX_0001983,CUST_01120,431.12,2023-12-18
TX_0001984,CUST_00178,239.43,2023-09-25
TX_0001985,CUST_00642,68.25,2023-08-15
TX_0001986,CUST_00330,15.44,2023-10-26
TX_0001987,CUST_00744,163.75,2023-06-19
TX_0001988,CUST_00366,349.54,2023-09-26
TX_0001989,CUST_00528,492.79,2023-08-05
TX_0001990,CUST_00905,318.15,2023-07-06
TX_0001991,CUST_00253,485.27,2023-10-03
TX_0001992,CUST_00081,169.01,2023-08-13
TX_0001993,CUST_00821,192.7,2023-11-06
TX_0001994,CUST_00264,209.23,2023-10-10
TX_0001995,CUST_00642,174.32,2023-11-22
TX_0001996,CUST_00846,243.09,2023-08-07
TX_0001997,CUST_00087,302.72,2023-11-12
TX_0001998,CUST_00116,365.34,2023-08-02
TX_0001999,CUST_01148,-15.87,2023-06-27
TX_0002000,CUST_00595,175.43,2023-10-24
TX_0002001,CUST_00817,423.99,2023-07-28
TX_0002002,CUST_00795,434.56,2023-11-19
TX_0002003,CUST_00191,161.45,2023-09-28
TX_0002004,CUST_01095,448.07,2023-09-28
TX_0002005,CUST_00223,24.63,2023-12-05
TX_0002006,CUST_00221,457.08,2023-09-10
TX_0002007,CUST_00887,83.72,2023-08-24
TX_0002008,CUST_00132,144.99,2023-11-02
TX_0002009,CUST_00995,90.57,2023-12-07
TX_0002010,CUST_00975,39.45,2023-09-25
TX_0002011,CUST_00078,263.44,2023-09-29
TX_0002012,CUST_00298,312.91,2023-08-21
TX_0002013,CUST_01163,-3.71,2023-11-01
TX_0002014,CUST_00778,12.45,2023-09-01
TX_0002015,CUST_00880,488.85,2023-07-25
TX_0002016,CUST_00110,89.98,2023-06-06
TX_0002017,CUST_00866,120.32,2023-11-10
TX_0002018,CUST_00360,23.47,2023-06-18
TX_0002019,CUST_00560,190.64,2023-08-16
TX_0002020,CUST_00924,433.07,2023-10-13
TX_0002021,CUST_00438,328.22,2023-08-06
TX_0002022,CUST_00376,411.89,2023-06-24
TX_0002023,CUST_00877,157.85,2023-12-10
TX_0002024,CUST_00608,65.56,2023-08-29
TX_0002025,CUST_00858,230.45,2023-10-16
TX_0002026,CUST_00329,482.11,2023-09-20
TX_0002027,CUST_00726,454.55,2023-10-25
TX_0002028,CUST_00796,407.97,2023-10-22
TX_0002029,CUST_00406,20.46,2023-11-18
TX_0002030,CUST_01184,300.59,2023-08-22
TX_0002031,CUST_00648,-12.62,2023-09-26
TX_0002032,CUST_00302,239.71,2023-08-21
TX_0002033,CUST_00232,391.85,2023-11-20
TX_0002034,CUST_00832,116.66,2023-12-02
TX_0002035,CUST_00007,493.88,2023-07-03
TX_0002036,CUST_00920,312.24,2023-10-27
TX_0002037,CUST_00199,-1.03,2023-12-08
TX_0002038,CUST_00384,198.49,2023-10-18
TX_0002039,CUST_00340,292.49,2023-07-26
TX_0002040,CUST_00712,89.08,2023-07-19
TX_0002041,CUST_01181,476.65,2023-09-03
TX_0002042,CUST_00745,-11.58,2023-08-18
TX_0002043,CUST_01028,405.91,2023-07-02
TX_0002044,CUST_01022,317.43,2023-09-25
TX_0002045,CUST_00847,193.4,2023-08-30
TX_0002046,CUST_01110,201.44,2023-12-13
TX_0002047,CUST_00687,38.96,2023-07-16
TX_0002048,CUST_00939,202.76,2023-07-16
TX_0002049,CUST_01132,289.34,2023-10-17
TX_0002050,CUST_00892,178.41,2023-11-16
TX_0002051,CUST_00895,309.74,2023-11-27
TX_0002052,CUST_00203,497.59,2023-06-27
TX_0002053,CUST_00183,317.8,2023-11-05
TX_0002054,CUST_00842,33.91,2023-12-09
TX_0002055,CUST_01115,31.85,2023-09-22
TX_0002056,CUST_01030,282.24,2023-06-09
TX_0002057,CUST_00593,422.89,2023-07-25
TX_0002058,CUST_00456,383.98,2023-10-20
TX_0002059,CUST_00780,39.54,2023-09-29
TX_0002060,CUST_00254,162.32,2023-09-27
TX_0002061,CUST_00845,452.16,2023-11-13
TX_0002062,CUST_00810,-16.05,2023-09-04
TX_0002063,CUST_00458,243.93,2023-08-08
TX_0002064,CUST_00541,139.85,2023-09-15
TX_0002065,CUST_00494,-17.84,2023-09-15
TX_0002066,CUST_00066,-11.92,2023-07-10
TX_0002067,CUST_00766,417.2,2023-10-11
TX_0002068,CUST_00650,154.25,2023-10-25
TX_0002069,CUST_00880,105.75,2023-09-09
TX_0002070,CUST_00394,300.46,2023-09-09
TX_0002071,CUST_00105,396.69,2023-10-26
TX_0002072,CUST_00878,47.01,2023-11-10
TX_0002073,CUST_00799,488.22,2023-07-15
TX_0002074,CUST_00825,450.17,2023-10-11
TX_0002075,CUST_00324,207.45,2023-06-26
TX_0002076,CUST_00258,242.21,2023-11-09
TX_0002077,CUST_01181,387.83,2023-12-13
TX_0002078,CUST_00532,415.42,2023-07-11
TX_0002079,CUST_00660,85.96,2023-06-24
TX_0002080,CUST_00052,207.46,2023-11-08
TX_0002081,CUST_00313,-5.53,2023-11-29
TX_0002082,CUST_01113,458.71,2023-06-21
TX_0002083,CUST_01171,178.85,2023-12-08
TX_0002084,CUST_00267,491.38,2023-11-10
TX_0002085,CUST_00733,77.01,2023-11-15
TX_0002086,CUST_00454,134.4,2023-10-16
TX_0002087,CUST_00502,357.68,2023-09-05
TX_0002088,CUST_00533,322.81,2023-08-10
TX_0002089,CUST_00169,466.19,2023-11-08
TX_0002090,CUST_00047,311.96,2023-10-27
TX_0002091,CUST_00211,37.68,2023-10-31
TX_0002092,CUST_00251,35.68,2023-08-12
TX_0002093,CUST_00536,445.19,2023-06-24
TX_0002094,CUST_00158,237.01,2023-09-01
TX_0002095,CUST_00425,183.22,2023-10-04
TX_0002096,CUST_00044,195.15,2023-10-03
TX_0002097,CUST_00156,89.35,2023-09-16
TX_0002098,CUST_00768,442.65,2023-11-10
TX_0002099,CUST_00923,400.45,2023-07-17
TX_0002100,CUST_00611,-14.73,2023-07-16
TX_0002101,CUST_01161,308.23,2023-06-09
TX_0002102,CUST_00240,487.48,2023-08-28
TX_0002103,CUST_00991,497.36,2023-11-01
TX_0002104,CUST_01119,-17.39,2023-10-12
TX_0002105,CUST_00521,461.82,2023-07-20
TX_0002106,CUST_00060,258.7,2023-10-11
TX_0002107,CUST_01048,375.7,2023-07-26
TX_0002108,CUST_00747,39.69,2023-07-26
TX_0002109,CUST_00060,150.32,2023-07-27
TX_0002110,CUST_00170,358.43,2023-07-03
TX_0002111,CUST_00548,122.31,2023-07-22
TX_0002112,CUST_00188,161.25,2023-10-20
TX_0002113,CUST_00602,222.86,2023-10-05
TX_0002114,CUST_00893,246.58,2023-09-11
TX_0002115,CUST_00395,110.05,2023-07-21
TX_0002116,CUST_00575,480.17,2023-06-27
TX_0002117,CUST_01195,392.44,2023-10-29
TX_0002118,CUST_00638,66.14,2023-07-23
TX_0002119,CUST_00999,205.41,2023-09-23
TX_0002120,CUST_00867,290.09,2023-08-09
TX_0002121,CUST_00652,303.91,2023-11-03
TX_0002122,CUST_00784,203.24,2023-10-24
TX_0002123,CUST_00722,174.46,2023-11-09
TX_0002124,CUST_00131,213.69,2023-06-09
TX_0002125,CUST_01047,111.59,2023-09-13
TX_0002126,CUST_00601,294.02,2023-11-13
TX_0002127,CUST_01086,163.17,2023-06-08
TX_0002128,CUST_00234,73.55,2023-08-22
TX_0002129,CUST_00879,391.27,2023-08-31
TX_0002130,CUST_00502,17.77,2023-11-16
TX_0002131,CUST_00761,173.42,2023-12-17
TX_0002132,CUST_00643,43.6,2023-08-21
TX_0002133,CUST_00022,352.74,2023-07-25
TX_0002134,CUST_00953,275.08,2023-08-22
TX_0002135,CUST_00476,272.05,2023-09-07
TX_0002136,CUST_00580,292.94,2023-10-13
TX_0002137,CUST_00445,33.52,2023-08-11
TX_0002138,CUST_00153,278.45,2023-11-13
TX_0002139,CUST_00863,334.71,2023-09-20
TX_0002140,CUST_00650,402.97,2023-07-21
TX_0002141,CUST_00403,5.82,2023-10-05
TX_0002142,CUST_01021,4.33,2023-08-10
TX_0002143,CUST_00862,42.01,2023-09-24
TX_0002144,CUST_00350,292.74,2023-10-30
TX_0002145,CUST_00784,102.94,2023-06-06
TX_0002146,CUST_00583,-10.73,2023-12-18
TX_0002147,CUST_01179,493.74,2023-09-27
TX_0002148,CUST_00582,48.15,2023-09-12
TX_0002149,CUST_00075,445.83,2023-10-14
TX_0002150,CUST_00080,155.44,2023-06-05
TX_0002151,CUST_00142,224.34,2023-09-15
TX_0002152,CUST_00616,122.83,2023-12-10
TX_0002153,CUST_00708,188.18,2023-10-21
TX_0002154,CUST_00641,236.79,2023-06-13
TX_0002155,CUST_00805,135.19,2023-09-25
TX_0002156,CUST_01010,421.31,2023-07-02
TX_0002157,CUST_00765,467.61,2023-06-27
TX_0002158,CUST_00059,96.49,2023-06-03
TX_0002159,CUST_00284,34.67,2023-08-22
TX_0002160,CUST_00892,97.7,2023-06-23
TX_0002161,CUST_00391,356.54,2023-09-03
